energy,total_charge
-0.3206591675859727,-1.0
-0.2363321571699544,-1.0
-0.27296741311988626,-1.0
-0.21320497483793588,-1.0
-0.22441920668802595,-1.0
-0.2208921024250685,-1.0
-0.1874834166610526,-1.0
-0.22861572725400947,-1.0
-0.21011430747694249,-1.0
-0.21063048243991037,-1.0
-0.22711754413899143,-1.0
-0.24596716471796756,-1.0
-0.3958316150810788,-1.0
-0.18103349945795344,-1.0
-0.17623809274095947,-1.0
-0.2307822290090371,-1.0
-0.1476012968910254,-1.0
-0.23477782225904772,-1.0
-0.21249060673790157,-1.0
-0.2822371474449028,-1.0
-0.25229055469390005,-1.0
-0.16820009927300816,-1.0
-0.20368902140990033,-1.0
-0.25927991795401795,-1.0
-0.26213039910999214,-1.0
-0.2441042642890352,-1.0
-0.2386450717210664,-1.0
-0.2256835515820512,-1.0
-0.24657953459791315,-1.0
-0.2838411565098795,-1.0
-0.206914359962866,-1.0
-0.15986212750294723,-1.0
-0.1440221986169945,-1.0
-0.2004374074658699,-1.0
-0.20276105797893249,-1.0
-0.2557199145728646,-1.0
-0.2183668231709817,-1.0
-0.2852053592819175,-1.0
-0.2874011864610111,-1.0
-0.21359058576399548,-1.0
-0.29060875799700625,-1.0
-0.2960856883810265,-1.0
-0.27887027678889353,-1.0
-0.2797317013648808,-1.0
-0.27971310160296525,-1.0
-0.26242904694890967,-1.0
-0.2646352942770136,-1.0
-0.2257662429049105,-1.0
-0.3137167178319942,-1.0
-0.29778653881703576,-1.0
-0.3163083102019755,-1.0
-0.3209323899288848,-1.0
-0.35693750695395465,-1.0
-0.38710298726596193,-1.0
-0.3258592932108968,-1.0
-0.28206903699901886,-1.0
-0.31883265682995443,-1.0
-0.3205866800690273,-1.0
-0.3148589946440552,-1.0
-0.3365120377288804,-1.0
-0.23422296933085815,-1.0
-0.21063379315205563,-1.0
-0.3338275161179354,-1.0
-0.21034529503003796,-1.0
-0.25531014876196423,-1.0
-0.26685802500287537,-1.0
-0.22870774640205127,-1.0
-0.22064338755785684,-1.0
-0.20172954301392565,-1.0
-0.24903745842607347,-1.0
-0.2017401075429461,-1.0
-0.23921512086189975,-1.0
-0.221544251423893,-1.0
-0.23862252103594983,-1.0
-0.2921731991780234,-1.0
-0.247380146093974,-1.0
-0.2718687519968625,-1.0
-0.22973641991188745,-1.0
-0.24789053708491335,-1.0
-0.2655398364290704,-1.0
-0.24920555039989267,-1.0
-0.2820800456079269,-1.0
-0.26453074773894514,-1.0
-0.2725006344828671,-1.0
-0.19924707073892023,-1.0
-0.18109995640588747,-1.0
-0.2293088764658933,-1.0
-0.26319799997099835,-1.0
-0.26008735704499486,-1.0
-0.2193088988319687,-1.0
-0.18264482280596891,-1.0
-0.23671865743085616,-1.0
-0.19308140562998233,-1.0
-0.23478585512793873,-1.0
-0.22647621387295655,-1.0
-0.22627643991199875,-1.0
-0.20270441326306357,-1.0
-0.22030075303587185,-1.0
-0.2246176171490788,-1.0
-0.2093791241729832,-1.0
-0.30634856731103355,-1.0
-0.22685694954907376,-1.0
-0.32358789685190453,-1.0
-0.2682067507139436,-1.0
-0.2091808907250652,-1.0
-0.2805378291309353,-1.0
-0.23522700074386196,-1.0
-0.23988823438503457,-1.0
-0.22459596266503468,-1.0
-0.298623881740923,-1.0
-0.20377761028998972,-1.0
-0.4108967892159399,-1.0
-0.18560794035693104,-1.0
-0.19203177975896324,-1.0
-0.1871718502020485,-1.0
-0.16416949860195018,-1.0
-0.16464889418193707,-1.0
-0.14918849016498825,-1.0
-0.35786054355094166,-1.0
-0.3488878596349423,-1.0
-0.2702408730879142,-1.0
-0.2695705534199533,-1.0
-0.19628339457199215,-1.0
-0.31366943309990347,-1.0
-0.25847013041288847,-1.0
-0.2939367974979632,-1.0
-0.2040163997530726,-1.0
-0.24731452398600595,-1.0
-0.184743627736907,-1.0
-0.1464441683899622,-1.0
-0.22568715777197207,-1.0
-0.2183351386499908,-1.0
-0.1914286260230256,-1.0
-0.22260090352597217,-1.0
-0.23772824981392657,-1.0
-0.18694510464797529,-1.0
-0.19142870454402328,-1.0
-0.1940358330168692,-1.0
-0.23981645750200184,-1.0
-0.17666977208295975,-1.0
-0.26663419950887146,-1.0
-0.24325402488193504,-1.0
-0.25722349080501766,-1.0
-0.22108571435296653,-1.0
-0.27570380647898673,-1.0
-0.2950515811940022,-1.0
-0.2925108356689634,-1.0
-0.33062152541492645,-1.0
-0.2323537814379506,-1.0
-0.24600421560307953,-1.0
-0.2265179836499556,-1.0
-0.19454209265700229,-1.0
-0.3390683973989326,-1.0
-0.2804298032449424,-1.0
-0.298662400153944,-1.0
-0.3355871251869757,-1.0
-0.3308710782430353,-1.0
-0.3455163761859694,-1.0
-0.31823456093297864,-1.0
-0.24364167097087372,-1.0
-0.24955052441691805,-1.0
-0.24666969466488808,-1.0
-0.23962262227587416,-1.0
-0.2403823915678913,-1.0
-0.275967985915031,-1.0
-0.2530513518779572,-1.0
-0.2620547095200436,-1.0
-0.26007284945785614,-1.0
-0.29669741196403265,-1.0
-0.24287839912699383,-1.0
-0.22085517271898425,-1.0
-0.24202913946601257,-1.0
-0.20518359093193797,-1.0
-0.2767575372158717,-1.0
-0.18018340963999435,-1.0
-0.2647785455669691,-1.0
-0.3838639392299683,-1.0
-0.4215033191928797,-1.0
-0.4054844715869876,-1.0
-0.3661344670590552,-1.0
-0.23399255450794956,-1.0
-0.23491896027189796,-1.0
-0.2647691785380175,-1.0
-0.2824750205950295,-1.0
-0.3023524120178536,-1.0
-0.2895689516210496,-1.0
-0.3069351661449673,-1.0
-0.2731500976649386,-1.0
-0.2529193424929872,-1.0
-0.32265595510102685,-1.0
-0.26552022785585905,-1.0
-0.20814645098289475,-1.0
-0.20406841206499848,-1.0
-0.21510700842986807,-1.0
-0.2097930259028544,-1.0
-0.3404059994850286,-1.0
-0.3751609748210285,-1.0
-0.36318452513387456,-1.0
-0.2299565895009437,-1.0
-0.322495397620969,-1.0
-0.28335559602305693,-1.0
-0.2330848929880176,-1.0
-0.3175567300129387,-1.0
-0.26231370181199054,-1.0
-0.36584947226288017,-1.0
-0.29339442617992967,-1.0
-0.2658049745268727,-1.0
-0.291995935785053,-1.0
-0.2919415093110729,-1.0
-0.2886398715838822,-1.0
-0.2535194528550164,-1.0
-0.26390730465186607,-1.0
-0.2966292836290449,-1.0
-0.23783512259296913,-1.0
-0.3226766151190077,-1.0
-0.3272600816389968,-1.0
-0.34278521390501737,-1.0
-0.26844870217905736,-1.0
-0.35007561669294773,-1.0
-0.26999610459506584,-1.0
-0.2272457780609329,-1.0
-0.1966314104158755,-1.0
-0.22638981609907205,-1.0
-0.24588061110398485,-1.0
-0.262111684870888,-1.0
-0.2041208042510334,-1.0
-0.2930408707909464,-1.0
-0.2731087947638571,-1.0
-0.32199655552085454,-1.0
-0.2171724846759844,-1.0
-0.29728263707397673,-1.0
-0.2787423612769544,-1.0
-0.2313103019660048,-1.0
-0.21470263902597253,-1.0
-0.3099676931240083,-1.0
-0.2671718553278879,-1.0
-0.29102202589797344,-1.0
-0.2201142261278619,-1.0
-0.30938700577598865,-1.0
-0.3187199623439483,-1.0
-0.2658778190350404,-1.0
-0.2615537118870179,-1.0
-0.18433251141595972,-1.0
-0.2071580034789804,-1.0
-0.293633978041953,-1.0
-0.24383785194595475,-1.0
-0.28388383289006924,-1.0
-0.30853421255096686,-1.0
-0.33180968515694076,-1.0
-0.3618038683980558,-1.0
-0.33141292572599923,-1.0
-0.3222063091320706,-1.0
-0.3712391330539049,-1.0
-0.31726439641101933,-1.0
-0.31676223210297394,-1.0
-0.3265298929420624,-1.0
-0.3154517606819809,-1.0
-0.38260676005188543,-1.0
-0.39311251594085667,-1.0
-0.407513058700033,-1.0
-0.21694466084204575,-1.0
-0.25261848719992486,-1.0
-0.2306408687829844,-1.0
-0.2829975340589499,-1.0
-0.2446427880399824,-1.0
-0.28475408431495447,-1.0
-0.23847257744705527,-1.0
-0.23552601360597689,-1.0
-0.2816871331190214,-1.0
-0.2577235431929239,-1.0
-0.22100841344899888,-1.0
-0.1619206877810484,-1.0
-0.14694925522690028,-1.0
-0.23455435237406164,-1.0
-0.19259037473193527,-1.0
-0.19270616440394403,-1.0
-0.10973707675498189,-1.0
-0.20329195603494557,-1.0
-0.25754572468804326,-1.0
-0.18228675235286573,-1.0
-0.2897863454429625,-1.0
-0.3007303282149678,-1.0
-0.226781784871946,-1.0
-0.25953116460300407,-1.0
-0.2235285571789518,-1.0
-0.3366669866009033,-1.0
-0.2397438434650212,-1.0
-0.2559720311589899,-1.0
-0.328080550220875,-1.0
-0.3245162073278607,-1.0
-0.2253051439749925,-1.0
-0.21762356277895376,-1.0
-0.1852043560229504,-1.0
-0.27172490451403064,-1.0
-0.2912161233500683,-1.0
-0.36036334819687,-1.0
-0.33141957577890935,-1.0
-0.32528981454697714,-1.0
-0.26601316619098725,-1.0
-0.24809883956686463,-1.0
-0.31818698469896844,-1.0
-0.29855610867389254,-1.0
-0.29015556220088,-1.0
-0.26286081865691807,-1.0
-0.25467065151406126,-1.0
-0.25862954614285627,-1.0
-0.15915926751904408,-1.0
-0.2190797706368812,-1.0
-0.23624017059091784,-1.0
-0.21880896668199057,-1.0
-0.34068638096800896,-1.0
-0.22218063429386348,-1.0
-0.30448133975005476,-1.0
-0.24947376399791207,-1.0
-0.19824518856989923,-1.0
-0.2667268556999716,-1.0
-0.16850036924802225,-1.0
-0.25408208440398994,-1.0
-0.20053751213595203,-1.0
-0.21769619154201791,-1.0
-0.23664547379303255,-1.0
-0.26208658224186365,-1.0
-0.2015803739659532,-1.0
-0.17936739328297335,-1.0
-0.1808410030050709,-1.0
